Kode,Tekst
DK440A,Inkarcereret diafragmahernie uden gangræn
DK440B,Irreponibelt diafragmahernie uden gangræn
DK441,Diafragmahernie med gangræn
DK449,Diafragmahernie uden ileus eller gangræn
DK45,Andre former for brok i bugvæggen
DK450,Andet abdominalhernie med ileus uden gangræn
DK450B,Navlesnorshernie med ileus uden gangræn
DK450C,Intraabdominalt hernie med ileus uden gangræn
DK450D,Hernia ischiadica med ileus uden gangræn
DK450E,Hernia ischiorectalis med ileus uden gangræn
DK450F,Hernia linea alba med ileus uden gangræn
DK450G,Lumbalhernie med ileus uden gangræn
DK450H,Hernia mesenterialis med ileus uden gangræn
DK450I,Hernia obturatoria med ileus uden gangræn
DK450J,Hernia omentalis med ileus uden gangræn
DK450K,Hernia perinealis med ileus uden gangræn
DK450L,Hernia pudendalis med ileus uden gangræn
DK450M,Hernia retroperitonealis med ileus uden gangræn
DK451,Andet abdominalhernie med gangræn
DK451B,Navlesnorshernie med gangræn
DK451C,Intraabdominalt hernie med gangræn
DK451D,Hernia ischiadica med gangræn
DK451E,Hernia ischiorectalis med gangræn
DK451F,Hernia lineae albae med gangræn
DK451G,Lumbalhernie med gangræn
DK451H,Hernia mesenterialis med gangræn
DK451I,Hernia obturatoria med gangræn
DK451J,Hernia omentalis med gangræn
DK451K,Hernia perinealis med gangræn
DK451L,Hernia pudendalis med gangræn
DK451M,Hernia retroperitonealis med gangræn
DK458,Andet abdominalhernie uden ileus eller gangræn
DK458B,Navlesnorshernie uden ileus eller gangræn
DK458C,Intraabdominalt hernie uden ileus eller gangræn
DK458D,Hernia ischiadica uden ileus eller gangræn
DK458E,Hernia ischiorectalis uden ileus eller gangræn
DK458F,Hernia lineae albae uden ileus eller gangræn
DK458G,Lumbalhernie uden ileus eller gangræn
DK458H,Hernia mesenterialis uden ileus eller gangræn
DK458I,Hernia obturatoria uden ileus eller gangræn
DK458J,Hernia omentalis uden ileus eller gangræn
DK458K,Hernia perinealis uden ileus eller gangræn
DK458L,Hernia pudendalis uden ileus eller gangræn
DK458M,Hernia retroperitonealis uden ileus eller gangræn
DK46,Abdominalt brok ikke nærmere specificeret
DK460,Abdominalhernie UNS med ileus uden gangræn
DK460A,Inkarcereret abdominalhernie UNS uden gangræn
DK460B,Irreponibelt abdominalhernie UNS uden gangræn
DK461,Abdominalhernie UNS med gangræn
DK469,Abdominalhernie UNS uden ileus eller gangræn
DK469A,Abdominalhernie UNS
,Ikke-infektiøs tyndtarms- og tyktarmskatar [DK50-DK52]
DK50,Crohns sygdom
DK500,Crohns sygdom i tyndtarmen
DK500A,Crohns sygdom i duodenum
DK500B,Crohns sygdom i ileum
DK500C,Crohns sygdom i jejunum
DK500D,Ileitis terminalis
DK501,Crohns sygdom i tyktarmen
DK501D,Crohns sygdom i endetarmen
DK508,Anden form for Crohns sygdom
DK508A,Crohns sygdom i både tyndtarmen og tyktarmen
DK508C,Crohns sygdom med forandringer i mundhulen
DK508D,Crohns sygdom med ileocækal lokalisation
DK509,Crohns sygdom UNS
DK51,Ulcerøs colitis
DK510,Ulcerøs pancolitis
DK512,Ulcerøs proktitis
DK513,Ulcerøs proktosigmoiditis
DK514,Inflammatoriske polypper
DK515,Venstresidig ulcerøs colitis
DK515A,Venstresidig proktocolitis
DK515B,Venstresidig hemicolitis
DK518,Anden form for ulcerøs colitis
DK518B,Ulcerøs colitis med forandringer i mundhulen
DK519,Ulcerøs colitis UNS
DK52,Andre ikke-infektiøse betændelsestilstande i mavesækken og tarmene
DK520,Gastroenteritis eller colitis forårsaget af stråling
DK520A,Colitis forårsaget af stråling
DK520B,Gastroenteritis forårsaget af stråling
DK521,Toksisk gastroenteritis eller colitis
DK521A,Toksisk colitis
DK521B,Toksisk enteritis
DK521C,Toksisk gastroenteritis
DK522,Gastroenteritis eller colitis forårsaget af allergi eller fødemiddel
DK522A,Fødemiddelallergi UNS
DK522C,Colitis forårsaget af fødemiddelallergi
DK522D,Enteritis forårsaget af fødemiddelallergi
DK522E,Enterocolitis forårsaget af fødemiddelallergi
DK522F,Gastroenteritis forårsaget af fødemiddelallergi
DK523,Ikke nærmere specificeret colitis
DK528,Anden form for ikke-infektiøs gastroenteritis eller colitis
DK528A,Eosinofil gastritis
DK528B,Eosinofil gastroenteritis
DK528C,Pouchitis
DK528D,Mikroskopisk colitis
DK528D1,Kollagen colitis
DK528D2,Lymfocytær colitis
DK529,Anden ikke-infektiøs gastroenteritis eller colitis UNS
DK529A,Ikke-infektiøs colitis UNS
DK529B,Ikke-infektiøs diarré UNS
DK529B1,Kemoterapi-induceret diarré
DK529C,Ikke-infektiøs enteritis UNS
DK529D,Ikke-infektiøs enterocolitis UNS
DK529E,Ikke-infektiøs gastroenteritis UNS
DK529F,Ikke-infektiøs ileitis UNS
DK529G,Ikke-infektiøs jejunitis UNS
DK529H,Ikke-infektiøs sigmoiditis UNS
,Andre tarmsygdomme [DK55-DK64]
DK55,Karsygdomme i tarm
DK550,Akut karsygdom i tarm
DK550A,Akut fulminant iskæmisk colitis
DK550B,Subakut iskæmisk colitis
DK550C,Mesenterialemboli
DK550D,Akut tarminfarkt
DK550E,Mesenterialinfarkt
DK550F,Akut tyndtarmsiskæmi
DK550H,Mesenterialtrombose
DK551,Kronisk karsygdom i tarm
DK551A,Mesenteriel aterosklerose
DK551B,Kronisk iskæmisk colitis
DK551C,Kronisk iskæmisk enteritis
DK551D,Kronisk iskæmisk enterocolitis
DK551E,Vaskulær insufficiens i mesenteriet
DK551F,Iskæmisk tarmstriktur
DK552,Angiodysplasi i tyktarmen
DK558,Anden karsygdom i tarmen
DK558A,Angiodysplasi i tyndtarmen
DK558B,Angiodysplasi i duodenum
DK558C,Angiodysplasi i jejunum
DK558D,Angiodysplasi i ileum
DK559,Karsygdom i tarm UNS
DK56,Paralytisk ileus og tarmobstruktion ikke forårsaget af hernie
DK560,Paralytisk ileus
DK560A,Paralytisk tyktarmsileus
DK560B,Paralytisk tyndtarmsileus
DK561,Invagination
DK561A,Invaginatio colicolica
DK561B,Invaginatio ileocolica
DK561C,Invaginatio ileoiliaca
DK561D,Invaginatio recti
DK562,Volvulus
DK562A,Torsion af Meckels divertikel
DK562B,Tyktarmsvolvulus
DK562C,Tyndtarmsvolvulus
DK563,Galdestensileus
DK564,Anden form for tarmobstruktion
DK564A,Koprolitiasis med tarmobstruktion
DK564B,Enterolitiasis med tarmobstruktion
DK565,Tarmadhærencer med tarmobstruktion
DK565A,Abdominale adhærencer med tarmobstruktion
DK565B,Mesenteriale adhærencer med tarmobstruktion
DK565C,Omentadhærencer med tarmobstruktion
DK565D,Peritoneale adhærencer med tarmobstruktion
DK565E,Strengileus
DK566,Anden eller ikke specificeret tarmobstruktion
DK566A,Tyktarmsobstruktion UNS
DK566B,Tyndtarmsobstruktion UNS
DK566C,Subileus
DK566D,Mesenterietorsion
DK566E,Omenttorsion
DK566F,Tyndtarmsstenose
DK566G,Tyktarmsstenose
DK566H,Ogilvies syndrom
DK567,Ileus UNS
DK57,Divertikler og betændelse i divertikler i tarmen
DK570,Divertikulose eller divertikulitis i tyndtarmen med perforation eller absces
DK570A,Divertikulitis i tyndtarmen med absces
DK570B,Divertikulitis i tyndtarmen med perforation
DK570C,Divertikulitis i tyndtarmen med peritonitis
DK571,Divertikulose eller divertikulitis i tyndtarmen uden perforation eller absces
DK571A,Divertikulitis i tyndtarmen uden perforation
DK571B,Divertikulitis i tyndtarmen UNS
DK572,Divertikulose eller divertikulitis i tyktarmen med perforation eller absces
DK572A,Divertikulitis i tyktarmen med absces
DK572B,Divertikulitis i tyktarmen med perforation
DK572C,Divertikulitis i tyktarmen med peritonitis
DK573,Divertikulose eller divertikulitis i tyktarmen uden perforation eller absces
DK573A,Divertikulitis i tyktarmen uden perforation
DK573B,Divertikulitis i tyktarmen UNS
DK573C,Divertikler i tyktarmen uden perforation
DK573D,Divertikler i tyktarmen UNS
DK573E,Pericolitis
DK573F,Perisigmoiditis
DK574,Divertikler i både tyndtarmen og tyktarmen med perforation eller absces
DK574A,Divertikler i både tyndtarmen og tyktarmen med perforation
DK575,Divertikler i både tyndtarmen og tyktarmen uden perforation eller absces
DK578,Divertikler uden angivelse af lokalisation med perforation eller absces
DK579,Divertikler uden angivelse af lokalisation uden perforation eller absces
DK579A,Peridiverticulitis UNS
DK58,Irritabel tyktarm
DK580,Irritabel tyktarm med diarré
DK589,Irritabel tyktarm uden diarré
DK59,Andre forstyrrelser i tarmfunktionen
DK590,Forstoppelse
DK590A,Kronisk forstoppelse
DK591,Funktionel diarré
DK592,Neurogen tarmfunktionsforstyrrelse IKA
DK593,Megacolon IKA
DK593B,Dilatatio coli
DK593C,Toksisk megacolon IKA
DK593D,Toksisk megasigmoideum IKA
DK594,Analspasme
DK594A,Proctalgia fugax
DK598,Anden forstyrrelse i tarmfunktionen
DK598A,Atonia coli
DK598B,Atonia intestini
DK598C,Contractura recti
DK598D,Sterkoraldiarré
DK598E,Dysfunctio coli
DK599,Forstyrrelse i tarmfunktionen UNS
DK60,Fissur og rift i og omkring endetarmen
DK600,Akut analfissur
DK601,Kronisk analfissur
DK602,Analfissur UNS
DK603,Analfistel
DK603A,Ekstrasfinkterisk analfistel
DK603B,Transsfinkterisk analfistel
DK603D,Intersfinkterisk analfistel
DK603E,Submukøs analfistel
DK603F,Suprasfinkterisk analfistel
DK604,Rektalfistel
DK604A,Rektokutan fistel
DK605,Anorektal fistel
DK61,Byld i og omkring endetarmen
DK610,Analabsces
DK610A,Perianalabsces
DK610B,Analflegmone
DK611,Rektalabsces
DK611A,Perirektal absces
DK612,Anorektal absces
DK613,Iskiorektal absces
DK614,Intersfinkterisk analabsces
DK62,Andre sygdomme i endetarmen og endetarmsåbningen
DK620,Anal polyp
DK621,Rektal polyp
DK622,Analprolaps
DK623,Rektalprolaps
DK624,Stenose i anus eller rektum
DK624A,Striktur i anus
DK624B,Striktur i rektum
DK624C,Striktur i analsfinkteren
DK624D,Stenose i anus
DK624E,Stenose i rektum
DK625,Blødning fra anus eller rektum
DK625A,Blødning fra anus
DK625B,Blødning fra rektum
DK626,Ulcus i anus eller rektum
DK626A,Ulcus i anus
DK626B,Ulcus i rektum
DK626C,Ulcus stercoralis
DK627,Proktitis forårsaget af stråling
DK628,Anden sygdom i anus eller rektum
DK628A,Cystis ani
DK628B,Cystis recti
DK628C,Kraurosis ani
DK628D,Leukoplakia ani
DK628E,Leukoplakia recti
DK628F,Megarektum
DK628G,Melanosis recti
DK628H,Ikke-traumatisk perforation af rektum
DK628I,Periproctitis
DK628J,Proctalgia
DK628K,Proctitis allergica
DK628L,Proktitis UNS
DK628M,Relaxatio ani
DK628N,Anal streptokokkose
DK628P,Anal og perianal dysplasi
DK628P1,Anal dysplasi
DK628P1A,Let anal dysplasi
DK628P1B,Moderat anal dysplasi
DK628P1C,Svær anal dysplasi
DK628P2,Perianal dysplasi
DK628P2A,Let perianal dysplasi
DK628P2B,Moderat perianal dysplasi
DK628P2C,Svær perianal dysplasi
DK629,Sygdom i anus eller rektum UNS
DK63,Andre tarmsygdomme
DK630,Tarmabsces
DK631,Ikke-traumatisk perforation af tarmen
DK631A,Spontan tarmruptur
DK632,Tarmfistel
DK632A,Caekalfistel
DK632B,Colonfistel
DK632C,Enterokolisk fistel
DK632D,Ileorektal fistel
DK632F,Enterokutan fistel
DK632G,Enterorektal fistel
DK632H,Jejunumfistel
DK632I,Rektosigmoidal fistel
DK632J,Sigmoideumfistel
DK633,Tarmsår
DK634,Nedsynkning af tarm
DK634A,Proctoptosis
DK634B,Ptosis coli
DK634C,Ptosis intestini tenuis
DK635,Colonpolyp UNS
DK638,Anden tarmsygdom
DK638A,Tarmgangræn
DK638B,Tarmblødning UNS
DK638C,Blødning fra mave-tarm-kanalen UNS
DK638D,Melanosis coli
DK638E,Prolapsus coli
DK638F,Prolapsus intestini tenuis
DK639,Tarmsygdom UNS
DK64,Hæmorider og perianalt hæmatom
DK640,Grad 1 hæmorider
DK641,Grad 2 hæmorider
DK642,Grad 3 hæmorider
DK643,Grad 4 hæmorider
DK644,Marisker
DK645,Perianalt hæmatom
DK648,Andre hæmorider
DK649,Hæmorider UNS
,Sygdomme i bughinde [DK65-DK67]
DK65,Bughindebetændelse
DK650,Akut peritonitis
DK650A,Abdominalabsces
DK650B,Abscessus bursae omentalis
DK650C,Abscessus fossae rectovesicalis
DK650D,Abscessus intraperitonealis
DK650E,Absces i mesenteriet
DK650F,Absces i omentet
DK650G,Bækkenabsces
DK650H,Abscessus rectovaginalis
DK650I,Abscessus retrocaecalis
DK650J,Abscessus retroperitonealis
DK650K,Abscessus subdiaphragmaticus
DK650L,Abscessus subhepaticus
DK650M,Akut diffus peritonitis
DK650N,Akut purulent peritonitis
DK650O,Akut subfrenisk peritonitis
DK650P,Lokaliseret peritonitis
DK658,Anden form for peritonitis
DK658A,Galdeperitonitis
DK658B,Omentitis
DK658C,Fedtnekrose i mesenteriet
DK658E,Kronisk proliferativ peritonitis
DK658F,Urinperitonitis
DK658G,Polyserositis peritonei
DK658H,Saponificatio mesenterica
DK658I,Spontan bakteriel peritonitis UNS
DK659,Peritonitis UNS
DK66,Andre sygdomme i bughinden
DK660,Sammenvoksninger i bughinden
DK660A,Adhaesiones diaphragmaticae
DK660B,Adhaesiones intestini
DK660C,Adhaesiones mesenterii
DK660D,Adhaesiones omenti
DK660E,Adhaesiones pelvis viri
DK660F,Adhaesiones ventriculi
DK661,Blødning i peritoneum
DK668,Anden sygdom i bughinden
DK668A,Cyste i peritoneum
DK668C,Peritonitis forårsaget af stråling
DK669,Sygdom i bughinde UNS
DK67,Sygdomme i bughinde ved infektiøs sygdom klassificeret andetsteds
DK670,Klamydiaperitonitis
DK671,Gonoroisk peritonitis
DK672,Sen syfilitisk peritonitis
DK673,Tuberkuløs peritonitis
DK678,Anden sygdom i bughinde ved infektiøs sygdom klassificeret andetsteds
,Sygdomme i leveren [DK70-DK77]
DK70,Alkoholisk leversygdom
DK700,Alkoholisk fedtlever
DK701,Alkoholisk leverbetændelse
DK702,Alkoholisk leverfibrose
DK703,Alkoholisk levercirrose
DK703A,Cirrhosis hepatis Laennec
DK704,Alkoholisk leverinsufficiens
DK704A,Akut alkoholisk leverinsufficiens
DK704B,Kronisk alkoholisk leverinsufficiens
DK704C,Alkoholisk leverinsufficiens med koma
DK704D,Alkoholisk leverinsufficiens UNS
DK709,Alkoholisk leversygdom UNS
DK71,Toksisk leversygdom
DK710,Toksisk leversygdom med kolestase
DK710A,Leversygdom med kolestase forårsaget af lægemiddel
DK711,Toksisk leversygdom med nekrose
DK711A,Leverkoma ved leversygdom forårsaget af lægemiddel
DK711B,Leverkoma ved toksisk leversygdom
DK711C,Leversygdom med nekrose forårsaget af lægemiddel
DK712,Toksisk leversygdom med akut hepatitis
DK712A,Leversygdom med akut hepatitis forårsaget af lægemiddel
DK713,Toksisk leversygdom med kronisk persisterende hepatitis
DK713A,Leversygdom med kronisk persisterende hepatitis forårsaget af lægemiddel
DK714,Toksisk leversygdom med kronisk lobulær hepatitis
DK714A,Leversygdom med kronisk lobulær hepatitis forårsaget af lægemiddel
DK715,Toksisk leversygdom med kronisk aktiv hepatitis
DK715A,Leversygdom med kronisk aktiv hepatitis forårsaget af lægemiddel
DK715B,Leversygdom med lupoid hepatitis forårsaget af lægemiddel
DK715D,Toksisk leversygdom med lupoid hepatitis
DK716,Toksisk leversygdom med hepatitis IKA
DK716A,Leversygdom forårsaget af lægemiddel IKA
DK717,Toksisk leversygdom med fibrose eller cirrose
DK717A,Levercirrose forårsaget af lægemiddel
DK717B,Toksisk levercirrose
DK718,Toksisk leversygdom med anden manifestation i leveren
DK719,Toksisk leversygdom UNS
DK72,Leverinsufficiens IKA
DK720,Akut eller subakut leverinsufficiens
DK720A,Akut hepatitis med leversvigt IKA
DK720C,Malign hepatitis med leversvigt IKA
DK720D,Levercellenekrose med leversvigt
DK720E,Akut fulminant hepatitis med leversvigt IKA
DK720F,Subakut fulminant hepatitis med leversvigt IKA
DK721,Kronisk leverinsufficiens
DK729,Leversvigt UNS
DK729A,Gul leveratrofi
DK73,Kronisk leverbetændelse IKA
DK730,Kronisk persisterende hepatitis IKA
DK731,Kronisk lobulær hepatitis IKA
DK732,Kronisk aktiv hepatitis IKA
DK732B,Autoimmun hepatitis type I med glatmuskulaturcelle-antistof
DK732C,Autoimmun hepatitis type II uden glatmuskulaturcelle-antistof
DK732D,Autoimmun kæmpecellehepatitis
DK732E,Autoimmun hepatitis med samtidig primær biliær cirrose
DK732F,Autoimmun hepatitis med samtidig primær skleroserende kolangitis
DK732G,Autoimmun hepatitis UNS
DK738,Anden form for kronisk hepatitis IKA
DK739,Kronisk hepatitis UNS
DK74,Fibrose i lever og skrumpelever
DK740,Leverfibrose
DK740A,Bantis syndrom
DK740B,Fibrosis hepatolienalis
DK741,Leversklerose
DK742,Leverfibrose med sklerose
DK743,Primær biliær levercirrose
DK743A,Ikke-purulent kronisk destruktiv kolangitis
DK744,Sekundær biliær levercirrose
DK745,Biliær levercirrose UNS
DK746,Anden eller ikke specificeret levercirrose
DK746B,Levercirrose af blandet type
DK746C,Makronodulær levercirrose
DK746D,Mikronodulær levercirrose
DK746E,Portal levercirrose
DK746F,Postnekrotisk levercirrose
DK746G,Levercirrose UNS
DK746H,Kryptogen levercirrose
DK75,Andre former for betændelse i leveren
DK750,Leverabsces
DK750A,Hæmatogen leverabsces
DK750B,Lymfogen leverabsces
DK750C,Leverabsces ved kolangitis
DK750D,Leverabsces ved pyleflebitis
DK751,Pyleflebitis
DK752,Reaktiv hepatitis UNS
DK753,Granulomatøs hepatitis IKA
DK754,Autoimmun hepatitis
DK754A,Lupoid hepatitis IKA
DK758,Anden inflammatorisk leversygdom
DK759,Inflammatorisk leversygdom UNS
DK759A,Hepatitis UNS
DK76,Andre leversygdomme
DK760,Fedtdegeneration i leveren IKA
DK760A,Ikke-alkoholisk fedtdegeneration i leveren
DK760B,Ikke-alkoholisk fedtdegeneration i leveren med enzymforhøjelse
DK760C,Ikke-alkoholisk fedtdegeneration i leveren med enzymforhøjelse og hepatitis
DK761,Leverstase
DK761A,Leverfibrose ved hjertesygdom
DK761B,Kronisk leverstase ved hjertesygdom
DK762,Central hæmoragisk levernekrose
DK763,Leverinfarkt
DK764,Peliosis hepatis
DK764A,Angiomatosis hepatis
DK765,Tillukning af levervener
DK766,Portal hypertension
DK766A,Portal hypertensiv gastropati uden blødning
DK766B,Portal hypertensiv gastropati med blødning
DK767,Hepatorenalt syndrom
DK768,Anden leversygdom
DK768A,Hepar constrictum
DK768B,Hepatosplenomegalia
DK768C,Melanosis hepatis
DK768D,Ptosis hepatis
DK768E,Levercyste
DK769,Leversygdom UNS
DK77,Leverlidelse ved sygdomme klassificeret andetsteds
DK770,Leversygdom ved infektiøse eller parasitære sygdomme klassificeret andetsteds
DK778,Leversygdom ved anden sygdom klassificeret andetsteds
,"Sygdomme i galdeblære, galdeveje og bugspytkirtel [DK80-DK87]"
DK80,Galdesten
DK800,Sten i galdeblæren med akut kolecystitis
DK800A,Sten i ductus cysticus med akut kolecystitis
DK800D,Galdestenskolik med akut kolecystitis
DK801,Sten i galdeblæren med kronisk kolecystitis
DK801A,Sten i ductus cysticus med kronisk kolecystitis
DK801C,Sten i galdeblæren med kolecystitis UNS
DK802,Sten i galdeblæren uden kolecystitis
DK802A,Sten i ductus cysticus uden kolecystitis
DK802D,Kolelitiasis UNS
DK802E,Galdestenskolik i galdeblæren uden kolecystitis
DK802F,Galdestenskolik i galdeblæren UNS
DK803,Sten i galdegang med kolangitis
DK803A,Sten i ductus choledochus med kolangitis
DK803B,Sten i ductus hepaticus med kolangitis
DK803C,Galdestenskolik med kolangitis
DK804,Sten i galdegang med kolecystitis
DK804A,Sten i ductus choledochus med kolangitis og kolecystitis
DK804B,Sten i ductus choledochus med kolecystitis
DK804C,Sten i ductus hepaticus med kolangitis og kolecystitis
DK804D,Sten i ductus hepaticus med kolecystitis
DK804E,Galdestenskolik med kolangitis og kolecystitis
DK805,Galdesten uden kolangitis eller kolecystitis
DK805B,Sten i ductus choledochus UNS
DK805C,Sten i ductus choledochus uden kolangitis eller kolecystitis
DK805E,Sten i ductus hepaticus uden kolangitis eller kolecystitis
